uwwCode,pe,dcpCode,dcpName,dcpLatitude,dcpLongitude,pop_2015_g,country_id
IT19AG00G0063FM001,5170,IT19AG00G0063SC11111,SCARICO_SISTEMA_DI_COLLETTAMENTO_SCIACCA,37.52357,13.10769,11499.3257263877,IT
IT19AG00G0057DE001,4500,IT19AG00G0057SC001,SCARICO_IMPIANTO_C:DA_PIZZUTA_(C_DA_PILI),37.49955,13.52553,3908.99513496365,IT
IT19AG00G0058DE001,2220,IT19AG00G0058SC11111,SCARICO_IMPIANTO_C_DA_DON_MATTEO_(S_G_GEMINI),37.61436,13.67347,5425.27015317604,IT
IT19AG00G0059DE001,3200,IT19AG00G0059SC002,SCARICO_IMPIANTO_VIA_C_MARX,37.42435,13.54665,4150.24926290754,IT
IT19AG00G0060DE001,864.5,IT19AG00G0060SC002,SCARICO_IMPIANTO_VIA_CANNITELLO,37.68481,13.00988,6880.77616514961,IT
IT19AG00G0055DE001,21274.33,IT19AG00G0055SC001,SCARICO_IMPIANTO_C_DA_TORRE-COSTA_CONIGLIA,37.48624,13.24113,22034.4741315345,IT
IT19AG00G0056DE001,8271,IT19AG00G0056SC001,SCARICO_IMPIANTO_C_DA_CASA_BIANCA,37.65012,13.10149,2155.77872422431,IT
IT19AG00G0056FM001,919,IT19AG00G0056SC11111,SCARICO_SISTEMA_DI_COLLETTAMENTO_SAMBUCA_DI_SICILIA,37.651,13.09949,0,IT
IT19AG00G0051FM001,9600,IT19AG00G0051SC11111,SCARICO_SISTEMA_DI_COLLETTAMENTO_RACALMUTO,37.41447,13.7405,0.819334253668785,IT
IT19AG00G0052DE001,15000,IT19AG00G0052SC002,SCARICO_IMPIANTO_C_DA_BABBALUCIA,37.43831,13.38715,3619.08190117357,IT
IT19AG00G0053DE001,9928.75,IT19AG00G0053SC002,SCARICO_IMPIANTO_C_DA_S_VITO,37.27,13.97829,4578.02353537828,IT
IT19AG00G0054DE001,4740,IT19AG00G0054SC002,SCARICO_IMPIANTO_C_DA_CANALOTTO,37.30368,13.45623,4589.57353563129,IT
IT19AG00G0048FM001,11545,IT19AG00G0048SC11111,SISTEMA_DI_COLLETTAMENTO_NARO,37.29248,13.79337,3166.00829654187,IT
IT19AG00G0049DE001,26439.45,IT19AG00G0049SC001,SCARICO_IMPIANTO_C_DA_CAPPELLO,37.17992,13.75859,24426.9587784605,IT
IT19AG00G0050FM001,0,IT19AG00G0050SC11112,SCARICO_SISTEMA_DI_COLLETTAMENTO_PORTO_EMPEDOCLE,37.29653,13.5007,14601.0117724888,IT
IT19AG00G0044DE001,3000,IT19AG00G0044SC001,SCARICO_IMPIANTO_C_DA_GIACATO,37.58062,13.30018,3395.27644052915,IT
IT19AG00G0045DE001,16000,IT19AG00G0045SC002,SCARICO_IMPIANTO_C/DA_TERRANOVA-FIORI_PORTO_PALO,37.57729,12.94935,12471.8921700339,IT
IT19AG00G0046DE001,4195.25,IT19AG00G0046SC001,SCARICO_IMPIANTO_C_DA_STRETTO,37.38642,13.3402,2499.16627083905,IT
IT19AG00G0047FM001,3500,IT19AG00G0047SC11111,SISTEMA_DI_COLLETTAMENTO_MONTEVAGO,37.70214,12.98608,1113.20724924188,IT
IT18Q90000002859,13131.2,IT18Q90000002889,Spezzano Sila - Camigliatello Silano,39.354261,16.451956,187.341603845358,IT
IT18Q90000002860,4222.4,IT18Q90000002890,Spezzano Sila - Croce di Magara,39.345303,16.481431,348.108801841736,IT
IT18Q90000002861,1210.45,IT18Q90000002891,Tarsia - Vallone San Giovanni,39.612264,16.274227,1512.47896116786,IT
IT18Q90000002862,101.05,IT18Q90000002892,Tarsia - Mazzolino,39.625549,16.272647,11.5167016983032,IT
IT18Q90000002844,483,IT18Q90000002874,Scala Coeli - San Morello,39.448428,16.887926,0,IT
IT18Q90000002845,86787.25,IT18Q90000002875,Scalea - Lintiscita,39.798432,15.773319,6577.11130105704,IT
IT18Q90000002854,7701,IT18Q90000002884,Spezzano Albanese - Infascinato,39.680416,16.308751,2428.91150483489,IT
IT18Q90000002858,5150.4,IT18Q90000002888,Spezzano Sila - Mulinelle,39.297786,16.329051,8412.36921606399,IT
IT18Q90000002839,520.845,IT18Q90000002869,Santa Sofia d'Epiro - Mandrie,39.590962,16.263352,2723.52820179984,IT
IT18Q90000002840,197.654,IT18Q90000002870,Santa Sofia d'Epiro - Acci,39.592352,16.316712,2.70599144697189,IT
IT18Q90000002842,4285.44,IT18Q90000002872,Sarcena - San Vito,39.76934,16.161069,3695.20186591148,IT
IT18Q90000002843,1748,IT18Q90000002873,Scala Coeli - Lavandaro,39.448853,16.885021,1692.1789727211,IT
IT18Q90000002834,916.65,IT18Q90000022834,Santa Caterina Albanese - Ricasoli,39.597341,16.09489,1341.01837154292,IT
IT18Q90000002836,600.975,IT18Q90000002866,Santa Sofia d'Epiro - Prati Marchianò,39.551712,16.332609,1305.35902768187,IT
IT18Q90000002837,600.975,IT18Q90000002867,Santa Sofia d'Epiro - Cancello,39.55591,16.324402,0,IT
IT18Q90000002838,400.65,IT18Q90000002868,Santa Sofia d'Epiro - Gaudio,39.582457,16.307326,4.50998574495316,IT
IT18Q90000002828,1278,IT18Q90000002858,Buonvicino - Petraro,39.689667,15.881347,774.400935771409,IT
IT18Q90000002829,2272,IT18Q90000002859,Maierà - Iardino,39.714361,15.838791,6029.4290847755,IT
IT18Q90000002832,1582,IT18Q90000002862,Santa Agata d'Esaro - Trapesa,39.615416,15.984258,2118.09136742353,IT
IT18Q90000002824,47570,IT18Q90000002854,Santa Maria del Cedro - Frecciara,39.753575,15.784956,176.926581561565,IT
IT18Q90000002825,4686,IT18Q90000002855,Grisolia - Rete,39.759021,15.818576,10730.8109508585,IT
IT18Q90000002826,49558,IT18Q90000002856,Diamante - Cirella,39.72374,15.818704,1014.66591668129,IT
IT18Q90000002827,21300,IT18Q90000002857,Diamante - Sorbo,39.668255,16.83346,24097.4080494224,IT
IT18Q90000002819,600,IT18Q90000002849,San Vincenzo La Costa - San Vincenzo,39.366917,16.162724,77.0304732322693,IT
IT18Q90000002820,700,IT18Q90000002850,San Vincenzo La Costa - San Sisto,39.374821,16.154181,4561.5438561067,IT
IT18Q90000002821,90,IT18Q90000002851,San Vincenzo La Costa - Palazzello,39.354369,16.146935,978.796938955784,IT
IT18Q90000002822,50,IT18Q90000002852,San Vincenzo La Costa - Greco,39.367215,16.129895,45.0756461620331,IT
IT18Q90000002814,3600,IT18Q90000002844,San Nicola Arcella - Vannefora,39.857394,15.800623,3045.929430902,IT
IT18Q90000002816,1801.8,IT18Q90000002846,San Sosti - Capano,39.66671,16.0377,985.106295347214,IT
IT18Q90000002817,1843.8,IT18Q90000002847,San Sosti - Pettoruto,39.665749,16.008429,139.352495461702,IT
IT18Q90000002818,310,IT18Q90000002848,San Vincenzo La Costa - Gesuiti,39.356289,16.134991,2329.79916065186,IT
IT18Q90000002805,1499.55,IT18Q90000002835,San Marco Argentano - Macchione,39.56918,16.120933,6060.98777879775,IT
IT18Q90000002806,3991.11,IT18Q90000002836,San Marco Argentano - Scalo,39.596501,16.182398,2595.82635647804,IT
IT18Q90000002813,6960,IT18Q90000002843,San Nicola Arcella - Canalgrande,39.850988,15.798164,6211.89525864922,IT
IT18Q90000002799,1934.676,IT18Q90000002829,San Lorenzo del Vallo - Pipana,39.661134,16.2833,1.29865682125092,IT
IT18Q90000002800,299.54,IT18Q90000002830,San Lorenzo del Vallo - Cavalcante,39.674158,16.2939,0,IT
IT18Q90000002801,299.54,IT18Q90000002831,San Lorenzo del Vallo - Ciccarello,39.666133,16.302384,1764.0424631983,IT
IT18Q90000002803,25556.9,IT18Q90000002833,San Lucido - Deuda,39.324516,16.04408,7924.95986920968,IT
IT18Q90000002786,98.88,IT18Q90000002816,San Demetrio Corone - Gurisa,39.594098,16.340684,34.9996075630188,IT
IT18Q90000002787,251.32,IT18Q90000002817,San Demetrio Corone - Sofferenti,39.575482,16.392621,964.621481090784,IT
IT18Q90000002797,2880,IT18Q90000002827,San Giovanni in Fiore - Ponte Arvo,39.247662,16.692162,17343.8319754926,IT
IT18Q90000002798,13824,IT18Q90000002828,San Giovanni in Fiore - Lorica,39.243345,16.554782,246.530104761943,IT
IT18Q90000002782,98.88,IT18Q90000002812,San Demetrio Corone - Piedigallo,39.560043,16.336711,0,IT
IT18Q90000002783,98.88,IT18Q90000002813,San Demetrio Corone - Mizofate,39.586082,16.339313,748.69473528862,IT
IT18Q90000002784,98.88,IT18Q90000002814,San Demetrio Corone - Sant'Agata,39.637554,16.380167,0,IT
IT18Q90000002785,98.88,IT18Q90000002815,San Demetrio Corone - San Nicola,39.609785,16.399146,390.924040509854,IT
IT18Q90000002773,2524.533,IT18Q90000002803,Rossano - Amica,39.60895,16.691197,4368.81016571049,IT
IT18Q90000002779,1602.68,IT18Q90000002809,San Demetrio Corone - Mezzana,39.582716,16.356661,1972.71895313263,IT
IT18Q90000002780,1351.36,IT18Q90000002810,San Demetrio Corone - Mezzana Sepe,39.575506,16.347767,9.10238170623779,IT
IT18Q90000002781,300.76,IT18Q90000002811,San Demetrio Corone - Ortogrande,39.571663,16.350851,130.153706550598,IT
IT18Q90000002768,8360,IT18Q90000002798,Rogliano - Ribuccolo,39.182393,16.313963,2077.60815638676,IT
IT18Q90000002770,21483,IT18Q90000002800,Roseto Capo Spulico - Piano d'Orlando,39.968701,16.611972,2417.24808780104,IT
IT18Q90000002771,59594.279,IT18Q90000002801,Rossano - Piragineti,39.623132,16.607447,2829.88842848688,IT
IT18Q90000002772,7986.7044,IT18Q90000002802,Rossano - Sant'Angelo,39.618068,16.635238,30168.7521996109,IT
IT18Q90000002762,9601.8972,IT18Q90000002792,Rende - Montalto Uffugo loc. Taverna,39.438697,16.248653,13930.1901300917,IT
IT18Q90000002764,7837.5,IT18Q90000002794,Rocca Imperiale - Arena,40.102309,16.620703,1354.29922674596,IT
IT18Q90000002765,1615,IT18Q90000002795,Rocca Imperiale - Ravola,40.108774,16.58782,3182.16867228053,IT
IT18Q90000002766,6399.09,IT18Q90000002796,Roggiano Gravina - Cardoso,39.615184,16.179015,12.8861558437347,IT
IT18Q90000002758,469.8176,IT18Q90000002788,Rende - Dipignano,39.244741,16.261082,4379.59564017877,IT
IT18Q90000002759,4022.8132,IT18Q90000002790,Rende - Mendicino loc. SantaCroce,39.274992,16.221674,360.395324587822,IT
IT18Q90000002760,1497.5436,IT18Q90000002789,Rende - Mendicino loc. Ferrera,39.271343,16.20824,722.270081073046,IT
IT18Q90000002761,1996.7248,IT18Q90000002791,Rende - Mendicino loc. Stilluzzo,39.264292,16.200473,1940.82124578953,IT
IT18Q90000002754,221255.736,IT18Q90000002784,Rende - Loc. Coda di Volpe,39.390937,16.253167,154218.663030917,IT
IT18Q90000002755,1996.7248,IT18Q90000002785,Rende - San Pietro in Guarano Santa Lucia,39.338415,16.306988,1091.00513485074,IT
IT18Q90000002756,1438.8164,IT18Q90000002786,Rende - Dipignano loc. Cappuccini,39.240954,16.2744209,2423.43597012758,IT
IT18Q90000002757,499.1812,IT18Q90000002787,Rende - Dipignano loc. Petrone,39.24574,16.3247798,369.587052702904,IT
IT18Q90000002743,3324,IT18Q90000002773,Pedace - Perito,39.490639,16.112803,465.889273166656,IT
IT18Q90000002748,799.11,IT18Q90000002778,Pietrapaola - Centro,39.489938,16.813422,305.678150743246,IT
IT18Q90000002736,1519.8,IT18Q90000002764,Parenti - Centro,39.164185,16.412084,1.12568056583404,IT
IT18Q90000002738,64.815,IT18Q90000002767,Parenti - Guglielmo,39.160487,16.44528,105.207328796387,IT
IT18Q90000002739,140.805,IT18Q90000002769,Parenti - Bocca di Piazza 1,39.163532,16.486267,89.6387176513672,IT
IT18Q90000002740,178.8,IT18Q90000002766,Parenti - La Posta,39.16223,16.421059,1123.22116911411,IT
IT18Q90000002725,1686.706,IT18Q90000002755,Oriolo - Falce,40.048227,16.452785,2022.47195084754,IT
IT18Q90000002732,29295,IT18Q90000002762,Paola - Pantani,39.351255,16.038252,9709.90899982303,IT
IT18Q90000002734,69.285,IT18Q90000002768,Parenti - Favali,39.155047,16.453714,74.9832534790039,IT
IT18Q90000002735,140.805,IT18Q90000002765,Parenti - Cannavina,39.156773,16.429092,500.016578912735,IT
IT18Q90000002719,3150,IT18Q90000002749,Montegiordano - Marina,40.030631,16.593896,1882.39601908298,IT
IT18Q90000002721,2642.5,IT18Q90000002751,Mormanno - Salviera,39.625415,16.422699,548.937383517623,IT
IT18Q90000002722,182,IT18Q90000002752,Mormanno - Malinieri,39.645498,16.392915,0.412942856550217,IT
IT18Q90000002710,18000,IT18Q90000002740,Mandatoriccio - Armirò,39.532807,16.860072,1524.33730328083,IT
IT18Q90000002711,960,IT18Q90000002741,Mandatoriccio - Torno,39.467927,16.830471,1050.71542739868,IT
IT18Q90000002713,1000,IT18Q90000002743,Mandatoriccio - Rete Greche,39.61936,16.635549,0.450354606280837,IT
IT18Q90000002703,7956.234,IT18Q90000002733,Luzzi - Ischia sul Crati,39.483419,16.694433,557.286087036133,IT
IT18Q90000002705,800.8,IT18Q90000002735,Malvito - Gagliano,39.735344,16.133578,1551.74039862351,IT
IT18Q90000002706,499.4,IT18Q90000002736,Malvito - Trellanze,39.733113,16.14234,0,IT
IT18Q90000002707,400.4,IT18Q90000002737,Malvito - Lessiene,39.607147,16.050763,1401.55974593759,IT
IT18Q90000002697,183.015,IT18Q90000002727,Longobucco - San Martino,39.903822,15.767515,8404.71451846324,IT
IT18Q90000002698,183.015,IT18Q90000002728,Longobucco - Acqua di Maggio,39.450956,16.608199,2366.60381923988,IT
IT18Q90000002700,1999.24,IT18Q90000002730,Lungro - Lascantino,39.240198,16.241433,26.5523218251765,IT
IT18Q90000002701,399.848,IT18Q90000002731,Lungro - Sant'Angelo,39.486673,16.698663,0,IT
IT18Q90000002692,318.78,IT18Q90000002722,Lattarico - Zagarellaro,39.455459,16.208127,115.527516365051,IT
IT18Q90000002695,183.015,IT18Q90000002725,Longobucco - Ortiano,39.457853,16.6874,224.810430457816,IT
IT18Q90000002696,183.015,IT18Q90000002726,Longobucco - Giaquinta,39.488348,16.69937,0,IT
IT18Q90000002688,699.66,IT18Q90000002718,Lattarico - Rupe,39.470456,16.145269,2.24279209971428,IT
IT18Q90000002689,351.9,IT18Q90000002719,Lattarico - Regina,39.450623,16.176783,537.787438064814,IT
IT18Q90000002690,351.9,IT18Q90000002720,Lattarico - Castelluccio,39.44853,16.136699,1269.20514112711,IT
IT18Q90000002691,558.9,IT18Q90000002721,Lattarico - Borgo,39.467854,16.138858,1643.54976703934,IT
IT18Q90000002680,15996.25,IT18Q90000002710,Guardia Piemontese - Chiausi,39.464328,16.001408,1782.20568794012,IT
IT18Q90000002682,1499.14,IT18Q90000002712,Lago - Centro,39.167768,16.141498,2029.08941342309,IT
IT18Q90000002683,1241.679,IT18Q90000002713,Lago - Aria dei Lupi,39.156278,16.170724,326.63614474237,IT
IT18Q90000002685,29.331,IT18Q90000002715,Lago - Rete,39.457696,15.998944,934.426909685135,IT
IT18Q90000002672,3405.246,IT18Q90000002702,Francavilla Marittima - Contrada Vigne,39.805264,16.407323,298.76113896817,IT
IT18Q90000002676,14400,IT18Q90000002706,Fuscaldo - Maddalena,39.405728,16.015698,5335.13953292742,IT
IT18Q90000002679,653.25,IT18Q90000002709,Guardia Piemontese - Lavandaia,39.448706,15.991556,2081.5334581919,IT
IT18Q90000002667,15498,IT18Q90000002697,Falconara Albanese - Torremezzo,39.275084,16.093916,1798.85993671417,IT
IT18Q90000002670,27445.8,IT18Q90000002700,Fiumefreddo Bruzio - Santa Rita,39.239464,16.098663,3346.53858359903,IT
IT18Q90000002657,1300.517,IT18Q90000002687,Corigliano Calabro - Apollinara,39.468779,16.144585,0.242562417621491,IT
IT18Q90000002659,23050,IT18Q90000002689,Crosia - Pantano,39.609941,16.76627,13803.8537464878,IT
IT18Q90000002663,2814.515,IT18Q90000002693,Fagnano Castello - Rondinella,39.555051,16.048501,482.14686784707,IT
IT18Q90000002664,698.61,IT18Q90000002694,Fagnano Castello - Cafaro,39.559642,16.06896,1.11414003372192,IT
IT18Q90000002653,55004.219,IT18Q90000002683,Corigliano Calabro - Boscarello,39.649371,16.556017,4102.55422025919,IT
IT18Q90000002654,8002.0046,IT18Q90000002684,Corigliano Calabro - Ciciriello,39.602133,16.521218,3908.3797098957,IT
IT18Q90000002655,7007.4916,IT18Q90000002685,Corigliano Calabro - Cantinella,39.68156,16.460551,5181.40900291875,IT
IT18Q90000002656,2402.1314,IT18Q90000002686,Corigliano Calabro - Villaggio Frassa,39.646837,16.487355,3957.78344935295,IT
IT18Q90000002646,16975,IT18Q90000002677,Cetraro - S. Maria di Mare,39.803593,16.406625,4913.73476073742,IT
IT18Q90000002647,9205,IT18Q90000002676,Cetraro - Sottocastello,39.519919,15.935058,7162.4884635359,IT
IT18Q90000002648,315,IT18Q90000002678,Cetraro - Sant'Angelo,39.535872,15.967973,1998.68129630201,IT
IT18Q90000002650,1860,IT18Q90000002680,Civita - Conicelle,39.848169,16.3107,680.145031272434,IT
IT18Q90000003023,2800,IT18Q90000003053,Ioppolo - La Morte,38.57608,15.901243,1276.64644612372,IT
IT18Q90000003024,2799.84,IT18Q90000003054,Limbadi - Macrea,38.55825,15.98078,0,IT
IT18Q90000003025,2520,IT18Q90000003055,Maierato - Durisina,38.709498,16.198884,6942.99420184735,IT
IT18Q90000003026,18191.882,IT18Q90000003056,Parghelia - Le Grazie,38.687791,15.907644,7123.97909460124,IT
IT18Q90000003018,656.656,IT18Q90000003048,Francavilla Angitola - S.Martino,38.773888,16.263333,1079.19017863274,IT
IT18Q90000003019,280.112,IT18Q90000003049,Francavilla Angitola - Fra Giuseppe,38.791466,16.27,360.98774214834,IT
IT18Q90000003020,1244.432,IT18Q90000003050,Francavilla Angitola - Olivara,38.770316,16.218432,8037.32678655442,IT
IT18Q90000003022,800,IT18Q90000003052,Ioppolo - Caroniti,38.590418,15.903489,464.430976632982,IT
IT18Q90000003014,8400,IT18Q90000003044,Briatico - S.Giorgio,38.724474,16.039648,8308.80902696401,IT
IT18Q90000003015,6475,IT18Q90000003045,Briatico - Conidoni,38.703845,16.040089,190.947594970465,IT
IT18Q90000003016,2275,IT18Q90000003046,Briatico - S.Costantino,38.708987,16.004502,1969.14291511243,IT
IT18Q90000003017,5498.754,IT18Q90000003047,Spilinga - Capoluogo,38.63442,15.894264,2374.72361206356,IT
IT18Q90000003011,900.25,IT18Q90000003041,Scandale - San Leonardo,39.116135,16.968416,1404.42674803734,IT
IT18Q90000003013,1600,IT18Q90000003043,Castelsilano - Canalicchio,39.270223,16.770958,88.7892913371325,IT
IT18Q90000003006,299,IT18Q90000003036,Santa Severina - S.Angelo Altilia,39.182903,16.877371,90.3324064649642,IT
IT18Q90000003007,3786,IT18Q90000003061,Rombiolo - Chiusa,38.591543,16.008516,2906.85944671929,IT
IT18Q90000003008,601.25,IT18Q90000003038,Scandale - Condoleo,39.124328,16.968874,266.53058886528,IT
IT18Q90000003009,295.75,IT18Q90000003039,Scandale - Corazzo,39.170224,17.033475,1533.05819103681,IT
IT18Q90000003002,996,IT18Q90000003032,Rocca di Neto - S. Angelo,39.129454,16.860095,7244.37025970966,IT
IT18Q90000003003,3511.113,IT18Q90000003033,Roccabernarda - Mussuto,39.116722,16.862243,8072.7187087615,IT
IT18Q90000003004,2000.912,IT18Q90000003034,San Mauro Marchesato - Masso Pizzonuovo,39.105074,16.922611,669.086231231689,IT
IT18Q90000003005,799.5,IT18Q90000003035,Santa Severina - Cocino,39.157515,16.922303,2832.47060692532,IT
IT18Q90000002995,1001.281,IT18Q90000003025,Melissa - Umbro,39.308672,17.034655,0,IT
IT18Q90000002996,3998.493,IT18Q90000003026,Melissa - Valle di Case,39.321316,17.103889,4484.45374736632,IT
IT18Q90000003000,10348,IT18Q90000003030,Petilia Policastro - Rete,39.195208,16.997759,563.977642875165,IT
IT18Q90000003001,4002,IT18Q90000003031,Rocca di Neto - Serrate,39.179767,17.025324,6407.80055519089,IT
IT18Q90000002991,38431.35,IT18Q90000003021,Cutro - S.Leonardo,38.955846,16.962396,37569.7004016431,IT
IT18Q90000002992,6966,IT18Q90000003022,Isola di Capo Rizzuto - Capo Piccolo,38.919962,17.04179,3431.61748205617,IT
IT18Q90000002993,20007,IT18Q90000003023,Isola di Capo Rizzuto - Le Castella,38.91289,17.018883,1198.46070581791,IT
IT18Q90000002994,40014,IT18Q90000003024,Isola di Capo Rizzuto - Mazzotta,38.942567,17.107402,12127.8444085601,IT
IT18Q90000002987,8988,IT18Q90000003017,Cotronei - Trepidò,39.183304,16.698107,202.906734520569,IT
IT18Q90000002988,48143.245,IT18Q90000003018,Crotone - Papaniciaro,39.245686,17.073708,4591.69158735871,IT
IT18Q90000002989,596.112,IT18Q90000003019,Crucoli - Trascia,39.25415,17.00213,0,IT
IT18Q90000002990,3305.712,IT18Q90000003020,Crucoli - Torretta Mortelletto,39.28469,17.0157,0,IT
IT18Q90000002983,2202.24,IT18Q90000003013,Cirò - Paradiso,39.38447,17.065715,1256.675054444,IT
IT18Q90000002984,327.36,IT18Q90000003014,Cirò - Rete Timpa,39.378414,17.06447,726.313084423542,IT
IT18Q90000002985,39050.06,IT18Q90000003015,Cirò Marina - Lungomare,39.377904,17.137593,15303.3810186479,IT
IT18Q90000002986,5607,IT18Q90000003016,Cotronei - C.da Cona,39.159907,16.787999,1947.0291774869,IT
IT18Q90000002979,339.16,IT18Q90000003009,Caccuri - Parte,39.229731,16.785484,25.0136232674122,IT
IT18Q90000002980,339.16,IT18Q90000003010,Caccuri - Rupe,39.190794,16.796945,319.451128318906,IT
IT18Q90000002981,339.16,IT18Q90000003011,Caccuri - Santa Rania,39.24454,16.960911,13.2747840881348,IT
IT18Q90000002982,2202.144,IT18Q90000003012,Casabona - Rete,39.243236,16.952742,4143.97236020278,IT
IT18Q90000002975,37981,IT18Q90000003005,Soverato - Corvo,38.675939,16.558196,12244.9119550865,IT
IT18Q90000002976,999.9,IT18Q90000003006,Belvedere Spinello - Chiatrette,39.209551,16.882724,882.09462204529,IT
IT18Q90000002977,2000.1,IT18Q90000003007,Belvedere Spinello - Chiusa del Pozzo,39.212749,16.883331,2483.50336287584,IT
IT18Q90000002978,2300,IT18Q13000000006,Settingiano - Martelletto,38.881026,16.547014,6618.08196290978,IT
IT18Q90000002971,6567.54,IT18Q90000003001,Montepaone - Stalettì Loc. Copanello,38.7753194,16.56521288,164.288355000317,IT
IT18Q90000002972,3975.09,IT18Q90000003002,Montepaone - Montauro Loc. Romanno,38.748007,16.518079,2115.11866006255,IT
IT18Q90000002973,15233.46,IT18Q90000003003,Sellia Marina - Riva Chiara Uria,38.891739,16.733842,7877.48689221809,IT
IT18Q90000002974,5770.25,IT18Q90000003004,Sellia Marina - Sena,38.910641,16.799182,6933.68029861269,IT
IT18Q90000002968,18000,IT18Q90000002998,Isca sullo Jonio - Lenze Gallipari,38.591813,16.561565,2908.75838706829,IT
IT18Q90000002969,110469.106,IT18Q90000002999,Lamezia Terme - SIR,38.854699,16.229379,12562.1247235479,IT
IT18Q90000002970,22986.39,IT18Q90000003000,Montepaone - Soverato Loc. Regina Margherita,38.695045,16.518405,5575.38571098563,IT
IT18Q90000002963,910.4,IT18Q90000002993,Soveria Simeri - Colla,38.938448,16.679641,1261.00236546993,IT
IT18Q90000002965,104.9,IT18Q90000002995,Sorbo San Basile - Alli,39.024509,16.563337,1454.03889907151,IT
IT18Q90000002955,385.032,IT18Q90000002985,Conflenti - San Mazzeo Sciosci,39.031564,16.26215,539.989860773087,IT
IT18Q90000002956,518.8416,IT18Q90000002986,Conflenti - Mozzoni,39.066711,16.288771,848.180690895766,IT
IT18Q90000002961,2442.45,IT18Q90000002991,Albi - San Giovanni,39.014319,16.597876,3.90663387626409,IT
IT18Q90000002962,1365.6,IT18Q90000002992,Soveria Simeri - Pirillo,38.935651,16.692381,34.0072380397469,IT
IT18Q90000002947,900,IT18Q90000002977,Platania - Manca,39.004773,16.316773,1696.53721161187,IT
IT18Q90000002948,800,IT18Q90000002978,Platania - Mulia,39.002613,16.318296,57989.885096518,IT
IT18Q90000002949,8043,IT18Q90000002945,Taverna - Capoluogo,39.01813,16.580695,2376.54158195877,IT
IT18Q90000002954,2475,IT18Q90000002984,Palermiti - Marincola,38.753805,16.464235,1109.80663439259,IT
IT18Q90000002938,1900,IT18Q90000002968,San Vito sullo Jonio - Fosso di Picca,38.705984,16.41365,1385.71834795177,IT
IT18Q90000002939,2899.2,IT18Q90000002969,Cortale - Amalopate,38.843632,16.423932,1708.53296732903,IT
IT18Q90000002940,3806,IT18Q90000002970,Caraffa di Catanzaro - Petrelluzzo,38.885791,16.484045,202.680168151855,IT
IT18Q90000002934,736,IT18Q90000002961,Serrastretta - Costa,39.010817,16.423768,1079.6204174161,IT
IT18Q90000002935,3998.5,IT18Q90000002965,Santa Caterina dello Jonio - Miloti,38.627778,16.567222,16402.4458830915,IT
IT18Q90000002936,1336.5,IT18Q90000002966,Santa Caterina dello Jonio - Capuccini,38.502778,16.571667,4470.6039353353,IT
IT18Q90000002937,4346.25,IT18Q90000002967,Belcastro - Ciavola,39.01684,16.793608,703.417086878791,IT
IT18Q90000002929,736,IT18Q90000002959,Serrastretta - Angoli,38.965641,16.430873,150.87462580204,IT
IT18Q90000002930,736,IT18Q90000002960,Serrastretta - Cancello,38.93394,16.429543,597.586859583855,IT
IT18Q90000002931,900,IT18Q90000002964,Settingiano - Costa,38.90547,16.516736,919.267454022076,IT
IT18Q90000002932,736,IT18Q90000002962,Serrastretta - Migliuso,38.948525,16.430529,290.431902647018,IT
IT18Q90000002919,401.04,IT18Q90000002949,Petrona - Arietta,39.050041,16.791592,1531.62991678761,IT
IT18Q90000002921,49.39,IT18Q90000002951,Feroleto Antico - Giacinti,38.942059,16.36602,1.35031947825792,IT
IT18Q90000002924,200,IT18Q90000002954,Decollatura - rete Liardi,39.04507,16.365327,2528.26771622151,IT
IT18Q90000002927,105,IT18Q90000002957,Gimigliano - Cavora,38.956903,16.554501,70555.9632052219,IT
IT18Q90000002913,8768.5,IT18Q90000002943,San Pietro a Maida - Guarna,38.853042,16.327073,2567.2996718809,IT
IT18Q90000002916,2500.2,IT18Q90000002946,Pianopoli - Spranico,38.939359,16.373401,2388.76962981001,IT
IT18Q90000002917,140.4,IT18Q90000002947,Pianopoli - Rizzuto,38.909082,16.382846,457.487420584541,IT
IT18Q90000002918,6282.96,IT18Q90000002948,Petrona - Piano delle Mele,39.038873,16.761734,1198.23924738262,IT
IT18Q90000002907,5003.2,IT18Q90000002944,Chiaravalle Centrale - Capoluogo,38.689656,16.393211,5289.40239603072,IT
IT18Q90000002910,1298.031,IT18Q90000002940,Marcellinara - Dorzano,38.918248,16.495625,2881.04283899628,IT
IT18Q90000002911,500.703,IT18Q90000002941,Marcellinara - Fiumara,38.924915,16.470624,1033.42753489857,IT
IT18Q90000002912,45.087,IT18Q90000002942,Marcellinara - Mortella,38.923893,16.495847,2490.46712180972,IT
IT18Q90000002903,6209.2,IT18Q90000002933,Squillace - Poveromo,38.780541,16.557834,1429.44354579895,IT
IT18Q90000002904,903,IT18Q90000002934,Squillace - Madonna del Ponte,38.781827,16.528726,2392.9089446906,IT
IT18Q90000002905,498.8,IT18Q90000002935,Squillace - Fiasco Baldaja,38.796149,16.575261,549.256857065484,IT
IT18Q90000002906,903,IT18Q15000002936,Squillace - Donna Tolla,38.774918,16.510116,2988.75628136843,IT
IT18Q90000002899,2330.88,IT18Q90000002929,Simeri Crichi - Parasia,38.946589,16.644469,3092.44704837026,IT
IT18Q90000002900,4372.3,IT18Q90000002925,Guardavalle - Mare,38.493417,16.572716,1413.96807098389,IT
