id,name_ci,name_ind,lat,lon,utm_x,utm_y,edar_name,edar_code,ind_id,capt_id,delete,conca
281,pt0568,pt230,41.73565909,2.563564429,463706.1987,4620519.454,,,355,,no,besos
282,pt0570,pt232,41.71596309,2.542755178,461964.0907,4618341.71,,,344,,no,besos
283,pt0572,pt234,41.69753433,2.513225643,459496.1045,4616309.149,,,610,,no,besos
284,pt0574,pt236,41.68437894,2.495009081,457971.76,4614857.32,,,339,,no,besos
285,pt0576,pt238,41.67968429,2.468882369,455794.1251,4614349.18,,,333,,no,besos
286,pt0578,pt240,41.76231368,2.386991042,449043.4568,4623568.295,,,,,yes,besos
287,pt0580,pt242,41.6627408,2.481228018,456810.3547,4612461.802,,,,,yes,besos
288,pt0582,pt244,41.74167244,2.896992538,491434.7502,4621100.185,,,,,yes,besos
289,pt0584,pt218,41.82605134,2.948429385,495717.4323,4630464.483,,,379,,no,ter
290,pt0586,pt220,41.84762981,3.046344324,503847.2693,4632860.001,,,,,yes,ter
291,pt0588,pt222,41.86372665,3.0090923,500754.6072,4634646.171,,,,,yes,ter
292,pt0590,pt224,41.94430326,3.152375746,512630.3969,4643603.536,,,393,,no,ter
293,pt0592,pt226,41.98489946,3.097267451,508057.3636,4648104.206,EDAR PERATALLADA,ES9179020202010E,,,no,ter
294,pt0594,pt228,41.99791081,3.156009358,512920.7482,4649556.035,,,,,yes,ter
295,pt0596,pt230,42.01014656,3.006590676,500545.7374,4650902.808,,,,,yes,ter
296,pt0598,pt232,41.98101555,3.02278304,501887.3979,4647668.657,,,388,,no,ter
297,pt0600,pt234,42.07320412,2.996491443,499709.763,4657904.052,,,396,,no,ter
298,pt0602,pt236,42.0849706,2.978937862,498258.0063,4659210.698,,,395,,no,ter
299,pt0604,pt238,42.06731788,2.978066295,498185.4185,4657250.729,,,397,,no,ter
300,pt0606,pt240,42.0967073,2.912220539,492741.3312,4660517.344,,,399,,no,ter
301,pt0608,pt242,42.05423456,2.953508543,496152.9592,4655798.9,EDAR FLAÇÀ,ES9170670003010E,400,,no,ter
302,pt0610,pt244,42.05879282,2.920168348,493394.6217,4656307.04,,,402,,no,ter
303,pt0612,pt246,42.05354028,2.892981301,491144.3989,4655726.308,,,403,,no,ter
304,pt0614,pt248,42.05025734,2.878952117,489982.9936,4655363.351,,,,,yes,ter
305,pt0616,pt250,42.0554524,2.849116096,487515.0073,4655944.083,,,407,,no,ter
306,pt0618,pt252,42.10504839,2.79017771,482651.6226,4661461.033,,,409,,no,ter
307,pt0620,pt254,41.99002919,2.819475103,485047.0211,4648684.937,,,,,yes,ter
308,pt0622,pt256,41.98606043,2.792321439,482796.7983,4648249.389,,,436,,no,ter
309,pt0624,pt258,41.93968736,2.82049281,485119.6089,4643095.395,,,416,,no,ter
310,pt0626,pt260,41.90829177,2.812703792,484466.3184,4639611.006,EDAR RIUDELLOTS DE LA SELVA,ES9171500001010E,423,,no,ter
311,pt0628,pt262,41.91752488,2.870449786,489257.1153,4640627.286,,,417,,no,ter
312,pt0630,pt264,41.87367182,2.833798888,486208.4264,4635763.659,,,419,,no,ter
313,pt0632,pt266,41.8711312,2.897659677,491507.338,4635473.293,,,,27,no,ter
314,pt0634,pt268,41.84493653,2.858355306,488240.8856,4632569.635,,,428,,no,ter
315,pt0636,pt270,41.81686303,2.896872142,491434.7502,4629448.202,,,429,,no,ter
316,pt0638,pt272,41.87625049,2.810173018,484248.5549,4636054.025,,,426,,no,ter
317,pt0640,pt274,41.83510015,2.836521388,486426.1899,4631480.763,,,427,,no,ter
318,pt0642,pt276,41.88593825,2.748025261,479094.8189,4637142.896,EDAR VILOBÍ D'ONYAR,ES9172330003010E,,,no,ter
319,pt0644,pt278,41.95011809,2.802071877,483595.2644,4644256.859,,,433,,no,ter
320,pt0646,pt280,41.97226548,2.759074569,480038.4607,4646724.968,EDAR BESCANÓ,ES9170200001010E,,,no,ter
321,pt0648,pt282,41.99184734,2.744102527,478804.4676,4648902.712,,,438,,no,ter
322,pt0650,pt284,42.05625077,2.626292681,469077.6982,4656089.266,,,,,yes,ter
323,pt0652,pt286,41.97093916,2.750318779,479312.5824,4646579.785,,,,,yes,ter
324,pt0654,pt288,41.97402206,2.675836483,473142.6167,4646942.742,,,441,,no,ter
325,pt0656,pt290,41.96682031,2.672368908,472852.2654,4646144.236,,,613,,no,ter
326,pt0658,pt292,41.97518064,2.626766993,469077.6982,4647087.925,,,443,,no,ter
327,pt0660,pt294,41.98498186,2.624957214,468932.5225,4648176.797,,,,,yes,ter
328,pt0662,pt296,41.95093485,2.6102682,467698.5294,4644402.042,,,,,yes,ter
329,pt0664,pt298,42.03776788,2.575535301,464867.604,4654056.705,,,,,yes,ter
330,pt0666,pt300,42.07025014,2.522672501,460512.3341,4657686.278,,,449,,no,ter
331,pt0668,pt302,42.09824984,2.496127783,458334.6992,4660807.71,,,448,,no,ter
332,pt0670,pt304,41.90145767,2.496802796,458262.1113,4638957.683,EDAR SANT HILARI SACALM,ES9171640001010E,445,,no,ter
333,pt0672,pt306,41.93239523,2.403751662,450567.8012,4642442.072,,,,,yes,ter
334,pt0674,pt308,41.85112491,2.366906207,447446.5245,4633440.732,,,458,,no,ter
335,pt0676,pt310,41.95583841,2.273904963,439824.8022,4645127.956,,,465,,no,ter
336,pt0678,pt312,41.87784882,2.245045324,437356.816,4636489.573,,,470,,no,ter
337,pt0680,pt314,41.8634256,2.23909281,436848.7011,4634892.561,EDAR TONA,ES9082830001010E,469,,no,ter
338,pt0682,pt316,42.00862894,2.247883846,437719.7551,4651007.864,,,473,,no,ter
339,pt0684,pt318,42.09468791,2.313578636,443236.4303,4660517.344,,,,7,no,ter
340,pt0686,pt320,42.096762,2.228409487,436195.4107,4660807.71,EDAR SANT QUIRZE DE BESORA,ES9082360001010E,481,,no,ter
341,pt0688,pt322,42.11231406,2.208026527,434525.8905,4662549.905,,,482,,no,ter
342,pt0690,pt324,42.1870882,2.244013928,437574.5794,4670825.331,,,,,yes,ter
343,pt0692,pt326,42.18873905,2.198282488,433800.0122,4671043.105,,,,,yes,ter
344,pt0694,pt328,42.16880553,2.153715689,430098.0328,4668865.361,,,,,yes,ter
345,pt0696,pt330,42.22122476,2.16972692,431477.2016,4674672.678,,,488,,no,ter
346,pt0698,pt332,42.23521215,2.116760658,427121.9318,4676269.69,,,489,,no,ter
347,pt0700,pt334,42.299657,2.166936024,431332.026,4683383.652,EDAR RIBES DE FRESER,ES9171450005010E,,,no,ter
348,pt0702,pt336,42.35393971,2.169744944,431622.3773,4689408.743,,,495,,no,ter
349,pt0704,pt338,42.38698368,2.220455944,435832.4715,4693038.315,,,,,yes,ter
350,pt0706,pt340,42.31929073,2.005475168,418048.4529,4685706.578,,,494,,no,ter
351,pt0708,pt342,42.22173572,2.243600731,437574.5794,4674672.678,,,497,,no,ter
352,pt0710,pt344,42.23902517,2.289142369,441349.1467,4676560.055,,,499,,no,ter
353,pt0712,pt346,42.25368683,2.335616456,445196.3017,4678157.067,,,500,,no,ter
354,pt0714,pt348,42.38146793,2.38893996,449696.7473,4692312.401,,,,,yes,ter
355,pt0716,pt350,42.39073739,2.295369883,442002.4372,4693401.272,,,,,yes,ter
356,pt0718,pt352,42.08810593,2.823585747,485409.9602,4659573.655,,,,,yes,ter
357,pt0720,pt084,42.16145889,2.958702348,496588.4862,4667703.898,,,,,yes,fluvia
358,pt0722,pt086,42.16601246,2.916518626,493104.2703,4668212.038,,,571,,no,fluvia
359,pt0724,pt088,42.16795493,2.893667463,491216.9867,4668429.813,,,569,,no,fluvia
360,pt0726,pt090,42.17507433,2.833012052,486208.4264,4669228.319,,,566,,no,fluvia
361,pt0728,pt092,42.18671485,2.760899157,480256.2242,4670534.965,,,,,yes,fluvia
362,pt0730,pt094,42.16027147,2.647648335,470892.394,4667631.307,,,563,,no,fluvia
363,pt0732,pt096,42.127685,2.682958353,473795.9072,4664001.734,,,559,,no,fluvia
364,pt0734,pt098,42.15491003,2.607261997,467553.3537,4667050.575,,,561,,no,fluvia
365,pt0736,pt100,42.20096688,2.704573488,475610.603,4672131.977,,,616,,no,fluvia
366,pt0738,pt102,42.2111493,2.611310733,467916.2929,4673293.44,,,,,yes,fluvia
367,pt0740,pt104,42.2993336,2.589634084,466174.1849,4683093.286,,,,3,no,fluvia
368,pt0742,pt106,42.26415294,2.46136413,455576.3616,4679245.939,,,549,,no,fluvia
369,pt0744,pt108,42.29718175,2.539454721,462036.6786,4682875.512,,,,,yes,fluvia
370,pt0746,pt110,42.29888698,2.436134542,453521.0974,4683116.092,,,,,yes,fluvia
371,pt0748,pt112,42.21755586,2.574333373,464867.604,4674019.355,,,,,yes,fluvia
372,pt0750,pt114,42.24738715,2.513352667,459853.46,4677358.561,,,,,yes,fluvia
373,pt0752,pt116,42.1098039,2.449503067,454487.5441,4662114.356,,,529,,no,fluvia
374,pt0754,pt118,42.0928519,2.459304946,455286.0103,4660226.978,,,,,yes,fluvia
375,pt0756,pt120,42.18674163,2.407520764,451075.9161,4670680.148,,,,,yes,fluvia
376,pt0758,pt122,42.21602572,2.381742943,448970.8689,4673946.763,,,537,,no,fluvia
377,pt0760,pt043,42.27587007,3.043135621,503556.918,4680407.402,,,,,yes,muga
378,pt0762,pt045,42.24381755,2.923454889,493684.973,4676850.421,,,526,,no,muga
379,pt0764,pt047,42.27906548,2.845093459,487227.2132,4680772.917,,,,,yes,muga
380,pt0766,pt049,42.30949257,2.704066543,475610.603,4684182.158,,,,,yes,muga
381,pt0768,pt051,42.30399013,3.008808208,500725.9926,4683528.835,,,,,yes,muga
382,pt0770,pt053,42.431464,2.950583377,495935.1957,4697684.168,,,,,yes,muga
383,pt0772,pt055,42.37519992,2.891555198,491071.8111,4691441.303,,,,,yes,muga
384,pt0774,pt057,42.39213296,2.83684744,486571.3655,4693328.681,,,,,yes,muga
385,pt0776,pt059,42.43465863,2.860564926,488531.237,4698047.126,,,518,,no,muga
386,pt0778,pt061,42.28235435,3.118852782,509799.4715,4681133.317,,,,,yes,muga
387,pt0780,pt063,42.31163599,3.214032999,517638.9573,4684399.932,,,,,yes,muga
388,pt0782,pt246,41.45059106,2.200485154,433219.3096,4589087.354,,,,,yes,besos
389,pt0784,pt248,41.47470883,2.189756593,432348.2556,4591773.238,EDAR MONTCADA,ES9081250002010E,288,,no,besos
390,pt0786,pt250,41.52467143,2.136932259,427992.9857,4597362.78,EDAR SABADELL/RIU RIPOLL,ES9081870004010E,289,,no,besos
391,pt0788,pt252,41.69698739,2.283802748,440405.5049,4616381.741,,,,,yes,besos
392,pt0790,pt254,41.74720203,2.263165384,438735.9847,4621971.283,EDAR AIGUAFREDA,ES9080140001010E,312,,no,besos
393,pt0792,pt256,41.76484851,2.262090248,438663.3969,4623931.252,,,,,yes,besos
394,pt0794,pt258,41.79408586,2.690010238,474244.7708,4626960.659,,,,,yes,besos
395,pt0796,pt260,41.8132869,2.715100982,476336.4813,4629085.245,,,372,,no,besos
396,pt0798,pt262,41.66922323,2.468968362,455794.1251,4613187.717,EDAR VILALBA SASSERRA,ES9083060001010E,330,,no,besos
397,pt0800,pt354,41.98035661,3.041183187,503411.7424,4647596.066,,,,,yes,ter
398,pt0802,pt356,41.93655497,3.028896471,502395.5127,4642732.438,,,385,,no,ter
399,pt0804,pt358,42.10114136,2.798969282,483377.5009,4661025.484,,,,,yes,ter
400,pt0806,pt360,41.87798972,2.170685691,431186.8503,4636562.165,,,,,yes,ter
401,pt0808,pt362,41.9286004,2.208552057,434380.7149,4642151.707,,,467,,no,ter
402,pt0810,pt364,42.30671417,2.241810716,437510.8288,4684109.566,,,,,yes,ter
403,pt0812,pt366,42.31600596,2.167601258,431404.6138,4685198.438,,,491,,no,ter
404,pt0814,pt065,42.36871161,2.978843332,498258.0063,4690715.389,,,516,,no,muga
405,pt0816,pt067,42.37172537,3.007936038,500653.4048,4691049.839,,,,,yes,muga
406,pt0818,pt069,42.33275561,3.013217637,501088.9318,4686722.859,,,,,yes,muga
407,pt0820,pt071,42.38700793,3.05026636,504137.6207,4692747.949,,,,,yes,muga
408,pt0822,pt124,42.15560075,2.456135283,455068.2468,4667195.758,,,531,,no,fluvia
409,pt0824,pt126,42.21582036,2.471449021,456374.8277,4673874.172,,,539,,no,fluvia
410,pt0826,pt264,41.69434025,2.736562047,478078.5893,4615873.601,EDAR TORDERA,ES9082840001030E,329,,no,besos
411,pt0828,pt266,41.7028177,2.726930724,477280.1231,4616817.289,,,360,,no,besos
412,pt0830,pt268,41.86587992,2.593292363,466246.7728,4634965.153,,,,,yes,besos
413,pt0832,pt270,41.73195482,2.625559879,468859.9347,4620083.905,,,,,yes,besos
414,pt0834,pt272,41.72326283,2.570629958,464286.9013,4619140.216,,,353,,no,besos
415,pt0836,pt274,41.70475932,2.52102323,460149.395,4617107.655,,,343,,no,besos
416,pt0838,pt368,41.85676452,3.080457182,506678.1948,4633876.281,,,382,,no,ter
417,pt0840,pt370,42.03066045,3.103475477,508565.4784,4653185.607,,,,,yes,ter
418,pt0842,pt372,41.92897223,3.054412423,504511.3154,4641891.574,,,,,yes,ter
419,pt0844,pt374,41.87330496,2.357939982,446720.6462,4635908.842,,,459,,no,ter
420,pt0846,pt376,41.92047963,2.265552155,439098.9239,4641208.018,,,468,,no,ter
421,pt0848,pt378,42.13060637,2.206042153,434380.7149,4664582.466,,,483,,no,ter
422,pt0850,pt128,42.21053947,2.624505185,469005.1104,4673220.849,EDAR SANT JAUME DE LLIERCA,ES9171650003010E,,,no,fluvia
423,pt0852,pt130,42.21605501,2.52509388,460802.6854,4673874.172,EDAR SANT JOAN LES FONTS,ES9171850006010E,542,,no,fluvia
424,pt0854,pt073,42.23795225,2.960412036,496733.6619,4676197.098,,,505,,no,muga
425,pt0856,pt075,42.2752223,2.977994349,498185.4185,4680334.811,EDAR FIGUERES,ES9170660001010E,523,,no,muga
426,pt0858,pt077,42.32994796,2.789431879,482651.6226,4686432.493,,,,2,no,muga
427,pt0860,pt079,42.37562767,2.747840305,479239.9946,4691513.895,,,,,yes,muga
428,pt0862,pt276,41.78628081,2.240005715,436848.7011,4626326.77,,,606,,no,besos
429,pt0864,pt380,42.00744679,3.187300788,515510,4650620,,,,,yes,ter
430,pt0866,pt382,42.02536816,3.15783012,513065.9239,4652604.876,EDAR TORROELLA DE MONTGRÍ,ES9171990004020E,,,no,ter
431,pt0868,pt132,42.17974449,3.079986378,506605.6069,4669736.459,,,,,yes,fluvia
432,pt0870,pt081,42.20850654,3.086178135,507113.7218,4672930.483,,,507,,no,muga
433,pt0872,pt384,41.984124,2.301623754,442147.6128,4648249.389,,,,,yes,ter
434,pt0874,pt386,41.98482716,2.580268469,465230.5431,4648176.797,,,450,,no,ter
435,pt0876,pt388,41.98004639,2.527727772,460875.2733,4647668.657,,,451,,no,ter
436,pt0878,pt390,41.94309641,3.008758362,500725.9926,4643458.353,,,,,yes,ter
437,pt0880,pt083,42.21140511,3.069369053,505725.9255,4673251.055,,,,,yes,muga
438,pt0882,pt392,42.02480089,3.071023689,505879.7286,4652532.284,,,369,,no,ter
439,pt0884,pt394,41.98950961,3.04206542,503484.3302,4648612.346,,,386,,no,ter
440,pt0886,pt085,42.31312052,3.072227758,505952.3165,4684545.115,,,514,,no,muga
441,pt0888,pt087,42.34843765,3.045829107,503774.6815,4688465.054,,,,,yes,muga
442,pt0890,pt134,42.20098478,2.711607399,476191.3057,4672131.977,EDAR BESALÚ,ES9170190001010E,555,,no,fluvia
443,pt0892,pt396,42.02935896,3.096458317,507984.7757,4653040.425,,,390,,no,ter
444,pt0894,pt278,41.72643846,2.337967926,444937.7328,4619615.459,,,,,yes,besos
445,pt0896,pt280,41.69081695,2.095148135,424700.2941,4615844.399,,,,,yes,besos
446,pt0898,pt398,42.12154378,2.322070285,443962.3086,4663493.594,,,475,,no,ter
447,pt0900,pt400,42.06356088,2.249867877,437937.5186,4657105.546,,,479,,no,ter
448,pt0902,pt402,41.99317957,2.285749972,440841.0319,4649265.669,EDAR MANLLEU,ES9081120001010E,471,,no,ter
449,pt0904,pt282,41.77536392,2.518751459,460004.2193,4624947.532,,,357,,no,besos
450,pt0906,pt284,41.82746485,2.47203326,456157.0642,4630754.848,,,345,,no,besos
451,pt0908,pt404,41.86069046,2.923950328,493688.0283,4634311.83,,,,,yes,ter
452,pt0910,pt136,42.31697867,2.587757739,466029.0093,4685053.255,,,547,,no,fluvia
453,pt0912,pt089,42.29483601,3.019373587,501597.0466,4682512.555,EDAR PERALADA,ES9171320001010E,,,no,muga
454,pt0914,pt286,41.65164209,2.660894854,471763.448,4611155.156,,,,,yes,besos
455,pt0916,pt288,41.66628581,2.7645784,480401.3999,4612752.168,,,,,yes,besos
456,pt0918,pt406,41.81821507,2.979025496,498258.0063,4629593.385,,,,,yes,ter
457,pt0920,pt408,41.89264961,3.154002935,512775.5726,4637868.811,,,,,yes,ter
458,pt0922,pt410,41.93624216,2.276754085,440042.5657,4642950.213,,,466,,no,ter
459,pt0924,pt412,41.77765931,2.931872734,494338.2635,4625092.715,,,,,yes,ter
460,pt0926,pt290,41.48266386,2.11575345,426178.2899,4592716.927,,,285,,no,besos
461,pt0928,pt292,41.51852776,2.103086292,425162.0603,4596709.457,EDAR SABADELL/RIU SEC,ES9081870001010E,126,,no,besos
462,pt0930,pt294,41.50489289,2.205036041,433654.8366,4595112.445,"EDAR LLAGOSTA, LA",ES9081050001010E,,,no,besos
463,pt0932,pt296,41.58050632,2.085684558,423782.8915,4603605.645,,,290,,no,besos
464,pt0934,pt298,41.63328608,2.063152062,421968.1957,4609485.553,,,292,,no,besos
465,pt0936,pt300,41.66325884,2.050511344,420951.9661,4612824.76,,,293,,no,besos
466,pt0938,pt302,41.68553677,2.056289136,421460.0809,4615292.869,,,,,yes,besos
467,pt0940,pt304,41.5430489,2.146260866,428791.4519,4599395.341,,,295,,no,besos
468,pt0942,pt306,41.58378718,2.173590517,431114.2625,4603896.011,,,299,,no,besos
469,pt0944,pt308,41.64706451,2.153605676,429517.3302,4610937.382,,,,19,no,besos
470,pt0946,pt310,41.64413375,2.111805955,426033.1143,4610647.016,,,,,yes,besos
471,pt0948,pt312,41.54639199,2.250654576,437501.9916,4599685.706,,,,,yes,besos
472,pt0950,pt314,41.56940937,2.271283632,439244.0996,4602226.407,EDAR GRANOLLERS,ES9080960001010E,,,no,besos
473,pt0952,pt316,41.66909033,2.21697064,434816.2419,4613332.9,EDAR BIGUES I RIELLS,ES9080230004010E,306,,no,besos
474,pt0954,pt318,41.71466738,2.189367673,432566.0191,4618414.301,,,307,,no,besos
475,pt0956,pt320,41.66366565,2.287659709,440695.8562,4612679.577,"EDAR GARRIGA, LA",ES9080880001010E,310,,no,besos
476,pt0958,pt322,41.80761127,2.304418027,442220.2006,4628649.696,,,,,yes,besos
477,pt0960,pt324,41.79278956,2.235560627,436485.762,4627052.684,EDAR CENTELLES,ES9080670001010E,,,no,besos
478,pt0962,pt326,41.79332993,2.23482562,436425.2268,4627113.223,,,313,,no,besos
479,pt0964,pt328,41.59328104,2.325884806,443817.1329,4604839.7,,,316,,no,besos
480,pt0966,pt330,41.60581913,2.345789968,445486.6531,4606218.937,,,318,,no,besos
481,pt0968,pt332,41.63289275,2.394319208,449551.5716,4609195.187,,,321,,no,besos
482,pt0970,pt334,41.669961,2.357348679,446502.8827,4613332.9,,,319,,no,besos
483,pt0972,pt336,41.72021966,2.342012964,445268.8896,4618922.442,,,320,,no,besos
484,pt0974,pt338,41.5727233,2.391398935,449261.2203,4602516.773,,,,,yes,besos
485,pt0976,pt340,41.59967844,2.419889879,451656.6187,4605493.023,EDAR CAN MASSUET- EL FAR,ES9080750005010E,325,,no,besos
486,pt0978,pt342,41.62246242,2.570427973,464214.3135,4607949.149,,,,,yes,besos
487,pt0980,pt344,41.6535117,2.656631927,471409.3094,4611364.129,,,,,yes,besos
488,pt0982,pt346,41.68652913,2.752293684,479385.1702,4615002.503,,,328,,no,besos
489,pt0984,pt348,41.7393486,2.693604929,474521.7855,4620882.411,EDAR MAÇANET RESIDENCIAL,ES9171030007010E,,,no,besos
490,pt0986,pt350,41.71650538,2.709420505,475828.3665,4618341.71,,,,,yes,besos
491,pt0988,pt352,41.79860976,2.614687409,467988.8807,4627488.233,,,361,,no,besos
492,pt0990,pt354,41.82417162,2.633826719,469591.0369,4630319.3,,,,,yes,besos
493,pt0992,pt356,41.8523916,2.668581212,472489.3263,4633440.732,EDAR SANTA COLOMA DE FARNERS,ES9171800004010E,374,,no,besos
494,pt0994,pt358,41.86689655,2.559396417,463434.2749,4635091.907,,,,,yes,besos
495,pt0996,pt360,41.75998078,2.599200941,466682.2998,4623205.337,,,,,yes,besos
496,pt0998,pt362,41.72858211,2.59503228,466319.3606,4619720.948,,,352,,no,besos
497,pt1000,pt364,41.75260783,2.550353116,462617.3812,4622406.831,,,356,,no,besos
498,pt1002,pt366,41.67559753,2.588388106,465738.658,4613841.04,,,,,yes,besos
499,pt1004,pt368,41.76861461,2.47076944,456011.8886,4624221.618,,,,21,no,besos
500,pt1006,pt370,41.6922815,2.508031541,459060.5775,4615728.418,EDAR SANT CELONI,ES9082020006010E,338,,no,besos
501,pt1008,pt372,41.64781797,2.507498275,458987.9897,4610792.199,,,331,,no,besos
502,pt1010,pt374,41.77716906,2.353659198,446285.1192,4625237.898,,,,,yes,besos
503,pt1012,pt376,41.78860685,2.41382182,451293.6795,4626471.953,,,334,,no,besos
504,pt1014,pt378,41.75997902,2.896090063,491362.1624,4623132.746,,,,,yes,besos
505,pt1016,pt380,41.7659566,2.929169812,494112.5663,4623793.609,,,,,yes,besos
506,pt1018,pt414,41.81884267,2.919593054,493322.0338,4629665.977,,,378,,no,ter
507,pt1020,pt416,41.80709806,3.029712068,502468.1006,4628359.33,,,380,,no,ter
508,pt1022,pt418,41.89722278,3.156639135,512993.3361,4638376.951,,,384,,no,ter
509,pt1024,pt420,41.97708905,3.036800262,503048.8032,4647233.108,"EDAR BISBAL D'EMPORDÀ, LA",ES9170220001010E,387,,no,ter
510,pt1026,pt422,41.94113073,2.967601535,497314.3645,4643240.578,,,,,yes,ter
511,pt1028,pt424,41.92748328,2.935344442,494639.3052,4641726.849,,,,,yes,ter
512,pt1030,pt426,42.07900981,2.865734024,488894.1761,4658557.375,,,405,,no,ter
513,pt1032,pt428,42.0410864,2.863182763,488676.4126,4654347.071,EDAR CELRÀ,ES9170490001010E,,,no,ter
514,pt1034,pt430,42.0881139,2.828851862,485845.4872,4659573.655,EDAR BANYOLES,ES9170150001010E,406,,no,ter
515,pt1036,pt432,42.07163734,2.756066756,479820.6972,4657758.869,,,408,,no,ter
516,pt1038,pt434,42.09724235,2.813026642,484538.9062,4660589.936,,,411,,no,ter
517,pt1040,pt436,41.87106156,2.837304506,486498.7777,4635473.293,EDAR CASSÀ DE LA SELVA,ES9170440001010E,431,,no,ter
518,pt1042,pt438,41.87683597,2.772555205,481127.2782,4636126.616,,,421,,no,ter
519,pt1044,pt440,42.01761433,2.759464621,480084.9206,4651759.908,,,,,yes,ter
520,pt1046,pt442,42.03872413,2.718665877,476714.6989,4654114.017,,,,,yes,ter
521,pt1048,pt444,42.06210594,2.617485051,468351.8199,4656742.589,,,439,,no,ter
522,pt1050,pt446,42.09585279,2.581460352,465389.5783,4660503.484,,,,,yes,ter
523,pt1052,pt448,42.01534161,2.725597925,477280.1231,4651516.004,,,,,yes,ter
524,pt1054,pt450,41.97089767,2.731921302,477788.2379,4646579.785,,,440,,no,ter
525,pt1056,pt452,41.96221323,2.661881009,471981.2114,4645636.096,EDAR ANGLÈS,ES9170080001010E,442,,no,ter
526,pt1058,pt454,41.95021715,2.591880909,466174.1849,4644329.45,,,444,,no,ter
527,pt1060,pt456,41.8987724,2.481072281,456955.5304,4638667.317,,,,,yes,ter
528,pt1062,pt458,41.89619005,2.475918241,456526.2558,4638383.204,,,,,yes,ter
529,pt1064,pt460,41.98556199,2.603046861,467117.8268,4648249.389,,,,4,no,ter
530,pt1066,pt462,42.0533652,2.550869619,462835.1447,4655798.9,"EDAR PLANES D'HOSTOLES, LES",ES9171330008010E,447,,no,ter
531,pt1068,pt464,42.0255381,2.465136646,455721.5373,4652750.059,,,592,,no,ter
532,pt1070,pt466,41.8975961,2.376073203,448244.9906,4638594.725,,,460,,no,ter
533,pt1072,pt468,41.82643176,2.395120779,449769.3351,4630682.257,,,,,yes,ter
534,pt1074,pt470,42.02964854,2.373029736,448099.815,4653258.199,,,,,yes,ter
535,pt1076,pt472,41.97762881,2.308704042,442728.3155,4647523.474,EDAR RODA DE TER,ES9081830001010E,,,no,ter
536,pt1078,pt474,41.87082365,2.174277133,431477.2016,4635763.659,,,,,yes,ter
537,pt1080,pt476,42.02808605,2.149613965,429603.7563,4653244.36,,,,,yes,ter
538,pt1082,pt478,42.04464791,2.257107076,438518.2213,4655000.394,,,,5,no,ter
539,pt1084,pt480,42.08709697,2.35754397,446865.8218,4659646.247,,,476,,no,ter
540,pt1086,pt482,42.11120498,2.273890376,439969.9779,4662378.386,,,,,yes,ter
541,pt1088,pt484,42.10915893,2.148516596,429602.5524,4662246.904,,,,,yes,ter
542,pt1090,pt486,42.16280434,2.137978863,428791.4519,4668212.038,,,,,yes,ter
543,pt1092,pt488,42.1950077,2.255348626,438518.2213,4671696.428,,,484,,no,ter
544,pt1094,pt490,42.19784796,2.192012966,433291.8974,4672059.385,,,486,,no,ter
545,pt1096,pt492,42.24599203,2.074376808,423637.7159,4677503.744,,,,,yes,ter
546,pt1098,pt494,42.42766422,2.256725834,438857.5342,4697528.639,,,506,,no,ter
547,pt1100,pt496,42.38199229,2.365127178,447736.8758,4692384.992,,,,,yes,ter
548,pt1102,pt138,42.17844271,3.071195359,505879.7286,4669591.276,,,575,,no,fluvia
549,pt1104,pt140,42.16471152,2.926186562,493902.7365,4668066.855,,,572,,no,fluvia
550,pt1106,pt142,42.20317919,2.827662383,485772.8994,4672349.751,,,567,,no,fluvia
551,pt1108,pt144,42.14045607,2.587147894,465883.8336,4665453.563,,,560,,no,fluvia
552,pt1110,pt146,42.19635099,2.689648845,474376.6099,4671623.837,,,553,,no,fluvia
553,pt1112,pt148,42.28460166,2.665365755,472410.2059,4681430.216,,,,,yes,fluvia
554,pt1114,pt150,42.30812563,2.498861062,458697.6383,4684109.566,,,,,yes,fluvia
555,pt1116,pt152,42.30743306,2.490059287,457971.76,4684036.975,,,550,,no,fluvia
556,pt1118,pt154,42.21878654,2.554096729,463198.0839,4674164.537,EDAR BEGUDÀ,ES9171850001010E,,,no,fluvia
557,pt1120,pt156,42.18853421,2.510355664,459568.6923,4670825.331,,,536,,no,fluvia
558,pt1122,pt158,42.19051794,2.399715874,450434.3737,4671103.948,,,,,yes,fluvia
559,pt1124,pt160,42.08700085,2.466376,455866.7129,4659573.655,,,,,yes,fluvia
560,pt1126,pt091,42.30789746,2.940111299,495064.1418,4683964.384,,,520,,no,muga
561,pt1128,pt093,42.33867787,2.667697915,472625.9295,4687433.818,,,,,yes,muga
562,pt1130,pt095,42.38599363,2.708116632,475973.5422,4692675.358,,,,,yes,muga
563,pt1132,pt097,42.37358368,2.819686136,485154.4965,4691271.891,,,,,yes,muga
564,pt1134,pt099,42.3895749,2.883593561,490418.5206,4693038.315,,,519,,no,muga
565,pt1136,pt101,42.39283695,2.830920827,486083.7178,4693407.804,,,,,yes,muga
566,pt1138,pt103,42.41120746,3.012351916,501016.3439,4695433.833,,,515,,no,muga
567,pt1140,pt105,42.39887682,3.053665295,504416.5681,4694066,,,,,yes,muga
568,pt1142,pt107,42.44200022,2.937447329,494855.5414,4698854.795,,,,,yes,muga
569,pt1144,pt109,42.28563116,3.110935105,509146.181,4681496.274,EDAR PALAU-SAVERDERA,ES9171200001010E,,,no,muga
